Name,logp1,logFC1
PHF6,0.51,-0.037069321
YWHAB,0.16,-0.037052155
RGS10,0.14,-0.037042618
TPP2,0.24,-0.036976496
DDX56,0.13,-0.036956787
DNAJB4,0.10,-0.036930084
KPNA6,0.13,-0.03690211
CHML,0.39,-0.036884308
POLM,0.10,-0.036860148
MED19,0.09,-0.036853155
EAF1,0.07,-0.036807378
PITPNC1,0.03,-0.036798477
LAP3,0.18,-0.036740621
BCS1L,0.19,-0.03670756
TELO2,0.08,-0.036697388
MUL1,0.13,-0.036697388
GFER,0.06,-0.036680222
PPP1R9A,0.04,-0.036652247
VPS35,0.40,-0.036647797
FCHSD1,0.05,-0.036594391
GEMIN6,0.22,-0.036563873
POC5,0.23,-0.036473592
FRMD3,0.11,-0.036472321
GTF2E1,0.10,-0.036421458
DCAF10,0.30,-0.036411921
PDK1,0.04,-0.036388397
TMEM59,0.17,-0.036301295
EZH2,0.05,-0.036274592
SPG11,0.05,-0.036272685
CXorf56,0.12,-0.036272049
ITCH,0.11,-0.036237081
KCTD18,0.06,-0.03622818
BCAR1,0.44,-0.036215464
SMCR8,0.04,-0.036212285
YTHDF2,0.10,-0.036200841
CIT,0.29,-0.036133448
SLC35G1,0.08,-0.036132813
DPY19L1,0.17,-0.036083857
MRPL14,0.06,-0.036066055
GSE1,0.23,-0.036036809
SAE1,0.10,-0.036036174
LOH12CR1,0.07,-0.036031723
AGPAT5,0.49,-0.03599294
PEO1,0.18,-0.035986582
CCDC94,0.39,-0.035984039
VPS4A,0.10,-0.035977046
RNGTT,0.19,-0.035929998
RPS17,0.05,-0.035909017
DDX28,0.15,-0.035886129
TAF15,0.06,-0.035852432
MCM4,0.85,-0.035786311
ITGA4,0.32,-0.035644531
PIK3C2A,0.17,-0.035639445
TP53BP2,0.15,-0.035629908
PAIP1,0.16,-0.035605113
ERF,0.07,-0.035601934
FAM98B,0.08,-0.035516739
TIMM10,0.22,-0.03550148
ATRX,0.13,-0.035498301
LATS1,0.07,-0.035296122
MIEF1,0.09,-0.03522555
GLRX3,0.41,-0.0352211
DYNC1I2,0.23,-0.035195669
CEP83,0.10,-0.035145442
RAC1,0.18,-0.035122554
BCL11B,0.05,-0.035112381
DBF4,0.41,-0.035088221
SLC29A1,0.10,-0.035049438
A4GALT,0.03,-0.035043081
DNAJC13,0.17,-0.035010656
AFG3L2,0.43,-0.034985224
BAG5,0.38,-0.034929911
PDCD2L,0.26,-0.034829458
DTWD1,0.04,-0.034812927
NFATC2IP,0.05,-0.034807841
BAZ1A,0.14,-0.034800212
METTL16,0.14,-0.034791946
GSS,0.60,-0.034772873
NBEA,0.05,-0.034737905
C10orf32,0.11,-0.034730911
TRMT6,0.09,-0.034713109
RRP7A,0.21,-0.034689585
TMED2,0.11,-0.034678141
SART1,0.23,-0.034623464
CCDC25,0.13,-0.034619649
USP1,0.69,-0.034611384
UPF2,0.17,-0.034610113
EPB41L5,0.12,-0.034571966
RBM45,0.55,-0.034534454
TMEM165,0.04,-0.034473419
TRIM24,0.29,-0.034461975
RNF31,0.10,-0.034454981
EIF1AD,0.49,-0.034446716
SUPV3L1,0.13,-0.034433365
DCAF8,0.24,-0.034395854
KIAA0101,0.16,-0.034360886
SSSCA1,0.11,-0.034348806
DCTN4,1.47,-0.034342448
NPAT,0.11,-0.034334819
CRBN,0.20,-0.0342954
RPS27,0.04,-0.034262339
CDX2,0.11,-0.034220378
ELOF1,0.29,-0.034215291
MTPAP,0.19,-0.034152349
NKTR,0.11,-0.034127553
BEND3,0.50,-0.034123739
ZNF22,0.17,-0.034123739
MYL6,0.07,-0.034109116
ANKRD27,0.44,-0.034104665
PPP3R1,0.10,-0.034065247
ITGA6,0.10,-0.034062703
NHP2L1,0.11,-0.033983866
LYRM2,0.27,-0.033956528
CDKN1B,0.39,-0.033952077
HSPH1,0.07,-0.0338974
STXBP4,0.21,-0.033769608
NOG,0.09,-0.033717473
TRIM33,0.20,-0.033664703
TNPO1,0.22,-0.033617655
RASSF1,0.58,-0.033611298
TPX2,0.15,-0.033610026
ZC3H7A,0.29,-0.033605576
DDX55,0.24,-0.033600489
EIF3H,0.07,-0.033545812
ZNF184,0.06,-0.033512115
NISCH,0.13,-0.033510208
SRBD1,0.54,-0.033507029
ZAK,0.15,-0.033486684
TAOK1,0.10,-0.033426285
PSMD7,0.08,-0.033409754
TMLHE,0.08,-0.033331553
RNMTL1,0.48,-0.033291499
USP5,0.44,-0.03328832
OBFC1,0.22,-0.033287048
MOCS1,0.19,-0.033272425
EIF2B2,0.06,-0.033269882
MYDGF,0.09,-0.033258438
PSMD8,0.21,-0.033238729
PRMT7,0.09,-0.033187866
ITM2C,0.11,-0.033180873
KPNA3,0.13,-0.033133189
CTNNBIP1,0.11,-0.033117294
POGZ,0.23,-0.033111572
WDR43,0.11,-0.033083598
LRCH2,0.07,-0.033023198
COL13A1,0.09,-0.032971064
AHNAK,0.08,-0.032969157
LZTR1,0.09,-0.032889048
DUSP12,0.10,-0.032853444
PLD3,0.06,-0.032845815
MOB2,0.11,-0.03277715
DARS,0.47,-0.032774607
FAM120B,0.07,-0.03276062
FAM136A,0.21,-0.032730738
ARHGEF7,0.09,-0.032726924
DUSP19,0.11,-0.032718658
MESDC2,0.25,-0.03271548
PPDPF,0.04,-0.03263092
KLHL20,0.21,-0.032610575
HMGN4,0.04,-0.032595952
SEC23A,1.20,-0.032560984
DHRSX,0.05,-0.032450994
CD1D,0.36,-0.032396952
POLR3B,0.28,-0.032395681
MYL1;MYL3,0.06,-0.032383601
RPL3,0.08,-0.032339096
ELP4,0.58,-0.032259623
ERGIC3,0.40,-0.032247543
MTHFSD,0.08,-0.032234828
WDR55,0.10,-0.032221476
CWF19L1,0.32,-0.03219223
NCKAP1,0.13,-0.032152176
TSPYL1,0.07,-0.032149633
LSM11,0.04,-0.032105128
ENO3,0.07,-0.032082876
NFE2L1,0.04,-0.032073339
SLC37A2,0.05,-0.032026927
COPS4,0.39,-0.032019297
CHD6,0.06,-0.031990687
NDEL1,0.01,-0.031930288
DHX15,0.25,-0.031904221
UBE2O,0.51,-0.031890869
KMT2B,0.20,-0.031884511
TUBB4B,0.07,-0.03187561
TPD52L2,0.06,-0.031826019
RRS1,0.21,-0.031801224
MKS1,0.04,-0.031756719
CNOT1,0.65,-0.031745911
PIGT,0.73,-0.031723022
ATXN2L,0.11,-0.031693776
PPP2R4,0.19,-0.031593959
NDNL2,0.16,-0.031534195
MFN2,0.06,-0.031495412
INPP1,0.29,-0.031452179
AAMP,0.36,-0.031283061
STIM2,0.16,-0.031281153
PAGR1,0.12,-0.031195323
ATP6V1E1;ATP6V1E2,0.23,-0.031174342
HMBS,0.48,-0.031169256
MAFK,0.03,-0.031124751
ALDH3A2,0.19,-0.031108856
HMGN1,0.02,-0.031093597
TMX2,0.04,-0.031082789
HERC5,0.10,-0.031077703
BANF1,0.14,-0.030939738
IFT57,0.09,-0.030931473
PSMC1,0.08,-0.030881882
PAICS,0.29,-0.030858994
NOL6,0.12,-0.030825297
POP5,0.04,-0.030796687
RPL18A,0.55,-0.030763626
ASF1A,0.02,-0.030719121
ATP5B,0.08,-0.030668259
CDK11B;CDK11A,0.04,-0.03065745
PRIMPOL,0.05,-0.030643463
RPL9,0.13,-0.030600866
SNX10,0.05,-0.030534108
EIF2S1,0.22,-0.030528386
CUL1,0.22,-0.030483882
GCC2,0.11,-0.03045845
CHMP7,0.17,-0.030453364
STK3,0.12,-0.030445735
ATP1A1,0.08,-0.030407588
BOP1,2.14,-0.030106862
BAX,0.41,-0.030069987
CCR9,0.08,-0.030044556
RPL12,0.24,-0.030024846
EMC7,0.25,-0.029996236
CMSS1,0.06,-0.029964447
DAGLA,0.13,-0.029917399
SMCO4,0.04,-0.029912313
METTL8,0.13,-0.029864629
FLOT2,0.09,-0.029860179
PLIN3,0.02,-0.029850006
ELOVL5,0.19,-0.029827754
ABHD14B,0.12,-0.029731115
COX16,0.32,-0.029692332
DESI1,0.19,-0.029685338
UBE2L3,0.05,-0.029677073
SLC25A51;SLC25A52,0.05,-0.02954483
ZCCHC4,0.28,-0.029497782
RWDD1,0.02,-0.029415131
CNBP,0.24,-0.029404322
ZNF654,0.21,-0.029362361
HMGB2,0.04,-0.029308319
MDH1,0.37,-0.029273351
ZNF574,0.39,-0.029247284
NHEJ1,0.10,-0.029226303
ALDH5A1,0.42,-0.029217402
CDC25B,0.10,-0.02918752
ARPIN,0.07,-0.0291303
NABP1,0.17,-0.029083252
NHSL2,0.78,-0.029038111
AADAT,0.03,-0.028938929
RPL36A,0.04,-0.028877894
C1orf112,0.10,-0.028870265
PFKM,0.20,-0.028832118
NME4,0.31,-0.028831482
ZNF174,0.03,-0.028784434
YWHAH,0.05,-0.028781891
BPTF,0.39,-0.028759003
RLF,0.41,-0.028743108
DDX21,0.07,-0.028738658
BRI3BP,0.30,-0.0286719
MLH1,0.37,-0.028664907
MSRB2,0.15,-0.02861468
ANKRD49,0.06,-0.028600057
NME7,0.17,-0.028563817
RSRC1,0.03,-0.028518041
FBXO42,0.33,-0.028504054
ECHDC1,0.15,-0.028500239
UBE3B,0.21,-0.028458913
C9orf41,0.25,-0.028351466
METTL21A,0.06,-0.028330485
UFSP2,0.26,-0.028329213
LOXL2,0.57,-0.028303782
ANKRD28,0.08,-0.028286616
NAA35,0.21,-0.028237025
MINOS1,0.10,-0.028210322
DNPH1,0.04,-0.028207143
SARS,0.08,-0.028155645
PDE12,0.46,-0.028124491
AMIGO2,0.03,-0.028123856
POLR2F,0.08,-0.02812322
AP1S2,0.09,-0.028076172
CDK13,0.05,-0.028044383
MALSU1,0.06,-0.028024038
NCAPG2,0.16,-0.027968725
UNC45A,0.04,-0.027960459
HSPA5,0.05,-0.027951558
TGM2,0.58,-0.027934392
EXOSC3,0.67,-0.027931213
AK6,0.03,-0.027858098
ACSF2,0.07,-0.027850469
SEH1L,0.49,-0.027836482
CLIC1,0.10,-0.027830124
MGA,0.16,-0.027809779
FOXK2,0.16,-0.027760188
TP53RK,0.25,-0.027731578
ENGASE,0.03,-0.027709325
PSMC6,0.05,-0.027697881
KPNA1,0.08,-0.027694066
NIPBL,0.07,-0.027692795
HNRNPH1,0.04,-0.027690252
HNRNPA1;HNRNPA1L2,0.36,-0.027623494
EIF4ENIF1,0.04,-0.027608871
FNTA,0.06,-0.027573268
KIF13A,0.05,-0.027551015
HSP90AB4P,0.05,-0.027486801
ARHGAP17,0.03,-0.027455648
METTL14,0.09,-0.027437846
ZNF865,0.20,-0.027435939
SRRM2,0.13,-0.027421951
YTHDC1,0.12,-0.027414958
RAB3IL1,0.06,-0.027388255
TMEM41B,0.05,-0.027294795
TTI2,0.24,-0.027245839
ZFYVE21,0.10,-0.027245204
RPL34,0.17,-0.027243932
DDX6,0.12,-0.027207692
CLCC1,0.04,-0.027202606
ADIPOR1,0.11,-0.027170817
MOCOS,0.09,-0.027133306
NOL11,0.51,-0.027111053
PARK7,0.21,-0.026999156
CFL2,0.03,-0.026962916
PPIP5K1,0.05,-0.026877085
ZDBF2,0.07,-0.02686882
LYPLA2,0.85,-0.026868184
PDS5A,0.04,-0.026807149
HSPA6,0.05,-0.026772817
CNOT10,0.12,-0.026756287
DDX49,0.11,-0.026711782
NEGR1,0.10,-0.026674271
CTR9,0.16,-0.026568731
PCBP1,0.53,-0.026543935
CUZD1,0.01,-0.026542028
SNX3,0.10,-0.02653567
BOP,0.04,-0.026439667
DHX30,0.19,-0.026421229
ARL1,0.13,-0.026362101
ATG3,0.03,-0.026308695
SMG9,0.25,-0.026280721
SSR3,0.11,-0.026131312
CORO6,0.17,-0.026124954
TFIP11,0.30,-0.02608935
SSRP1,0.71,-0.0260849
FAU,0.09,-0.026069641
CCT2,0.30,-0.026038488
U2AF2,0.25,-0.025997798
CSE1L,0.82,-0.025936127
CHKA,0.04,-0.025921504
UBE3D,0.03,-0.025861104
ZBTB10,0.21,-0.025857925
EID2,0.06,-0.025839488
RPL14,0.18,-0.025786082
G3BP2,0.09,-0.025770823
RPAP1,0.04,-0.025755564
CIRH1A,0.58,-0.025713603
FKBP7,0.06,-0.025712967
CHMP2B,0.08,-0.025684357
TRAPPC6B,0.07,-0.025662104
PPP1R15B,0.02,-0.025588989
PITRM1,0.17,-0.02546374
LPCAT1,0.06,-0.02544721
RPL7,0.29,-0.025391897
CNOT4,0.50,-0.025383631
ANKFY1,0.11,-0.025376638
CALD1,0.01,-0.025375366
GPN3,0.17,-0.025365829
SIGMAR1,0.06,-0.02534167
SSNA1,0.06,-0.025306702
NCK1,0.21,-0.025300344
WDR4,0.29,-0.025279363
LAMTOR1,0.09,-0.025231679
LSM12,0.19,-0.025220235
CENPVL2,0.03,-0.025219599
LIMCH1,0.03,-0.02519544
CLTB,0.14,-0.025171916
SNRPD2,0.06,-0.025150935
ZNF148,0.13,-0.025144577
RPS3A,0.31,-0.025123596
TRAM2,0.09,-0.025119781
GMPPA,0.23,-0.025114695
ERBB2IP,0.18,-0.02507782
NUDC,0.09,-0.025065104
UBE2G1,0.05,-0.025008519
ATXN7L3B,0.04,-0.024903615
POLR1B,0.25,-0.024869283
CDC5L,0.31,-0.024855932
GGCT,0.06,-0.024851481
ACAA1,0.22,-0.024833043
ARIH2,0.20,-0.024806341
PPP6R3,0.11,-0.024721146
BAIAP2,0.11,-0.024702072
TRIM28,0.14,-0.024691264
MTPN,0.08,-0.024657567
PLBD2,0.13,-0.024647395
SF3A2,0.19,-0.024638494
MCMBP,0.27,-0.024629593
SH3BP2,0.17,-0.024571737
GPALPP1,0.10,-0.024530411
PIP4K2A,0.15,-0.024529775
RFWD3,0.07,-0.024522781
PSMD9,1.13,-0.024463654
MASTL,0.06,-0.024441401
PMVK,0.04,-0.024436315
C12orf4,0.08,-0.024426778
ATP5S,0.04,-0.024375916
ANK3,0.09,-0.024333954
PLS1,0.07,-0.024215698
MGRN1,0.18,-0.024138133
PGP,0.16,-0.024092356
PRKDC,0.20,-0.024065653
TNFRSF1A,0.05,-0.023992538
VWA9,0.17,-0.023911158
LACE1,0.15,-0.023892721
NUS1,0.24,-0.023881276
SNRPB;SNRPN,0.09,-0.023840586
ARCN1,0.29,-0.023790995
LRP8,0.05,-0.023738861
DIEXF,0.63,-0.023707708
ELP2,0.11,-0.023647308
E2F5,0.02,-0.023634593
NCOA6,0.08,-0.023581187
IMP4,0.04,-0.023542404
AUP1,0.14,-0.023507436
DYNLL1,0.04,-0.023502986
CCDC12,0.02,-0.023492813
VPS13B,0.05,-0.023485184
PPP1R12A,0.06,-0.023415248
N4BP1,0.12,-0.023410161
ABHD17B,0.05,-0.023356756
PLK1,0.25,-0.023346583
UBXN1,0.29,-0.023336411
CWC22,0.20,-0.023330688
MTMR12,0.05,-0.023323695
TAZ,0.10,-0.023309708
TMEM258,0.04,-0.023270925
PRELID1,0.07,-0.023260117
PAPD7,0.09,-0.023178101
NQO1,0.05,-0.02312851
BMI1,0.03,-0.023109436
ZNF579,0.17,-0.023079554
SRSF11,0.05,-0.023025513
DCUN1D5,0.06,-0.023021698
MDK,0.03,-0.023001989
GLRX2,0.05,-0.022960663
PPP5C,0.05,-0.022952398
DR1,0.05,-0.022900899
PVRL2,0.30,-0.022885005
LETM1,0.18,-0.022879283
EED,0.10,-0.022873561
MAU2,0.44,-0.022872289
EEF1E1,0.10,-0.022856394
NUB1,0.06,-0.022845586
FOXD1;FOXD4L1;FOXD4L4;FOXD4L5;FOXD4L3;FOXD4L6;FOXD4;FOXD3;FOXD2,0.05,-0.022795995
ZNRF2,0.10,-0.022776922
ALYREF,0.04,-0.022735596
SERINC1,0.36,-0.02273496
ARHGAP35,0.06,-0.022732417
PHTF2,0.02,-0.02272288
PAK1IP1,0.14,-0.022721608
JUNB,0.06,-0.022712708
METAP1,0.10,-0.022677739
DNMT1,0.02,-0.022673289
PAPD5,0.07,-0.022668839
RCC1,0.75,-0.02266566
RBBP5,0.21,-0.022631327
FARSB,0.17,-0.022606532
BAG3,0.10,-0.022510529
ING5,0.13,-0.022479375
DHX36,0.24,-0.022407532
RSU1,0.06,-0.022363027
BECN1,0.15,-0.022338231
TPP1,0.11,-0.022320429
FBXL8,0.02,-0.02230072
EHMT2,0.11,-0.022296906
RPS3,0.29,-0.022291183
FOXRED1,0.10,-0.022268931
POLR3E,0.20,-0.022259394
RTN4,0.06,-0.022246043
SNW1,0.29,-0.022221247
NKIRAS1,0.04,-0.022197088
CYP51A1,0.06,-0.022136052
NAT10,0.57,-0.022116343
MSRA,0.13,-0.022078196
C1orf122,0.09,-0.022075017
SUPT5H,0.10,-0.022053401
NEURL4,0.10,-0.022049586
NOL12,0.10,-0.022019068
NUDT21,0.23,-0.021997452
KIAA1467,0.18,-0.021893183
FBXL18,0.17,-0.021880468
THOC7,0.11,-0.02187856
NUDCD2,0.05,-0.0218455
VIPAS39,0.05,-0.021827062
BLVRA,0.11,-0.021792094
BMS1,0.11,-0.021767934
MTHFD1L,0.09,-0.021742503
TRAF3,0.57,-0.021715164
SPCS1,0.01,-0.021664937
XRCC5,0.06,-0.021652857
STC1,0.03,-0.021631241
SCAMP3,0.06,-0.021593094
S100A13,0.02,-0.021590551
ZYX,0.11,-0.021523158
INAFM2,0.01,-0.021495183
TWF1,0.06,-0.021486918
FHL1,0.04,-0.021454493
SCP2,0.07,-0.021453857
NOL10,0.06,-0.021384557
SNRPG;SNRPGP15,0.09,-0.021371206
FRA10AC1,0.10,-0.02130572
ECD,0.09,-0.021259944
ZNF687,0.09,-0.021240234
MMACHC,0.04,-0.021179199
RNF2,0.04,-0.021177928
MNAT1,0.09,-0.021164576
CAPZA1,0.03,-0.021120071
ATAD2,0.07,-0.021085103
SUPT4H1,0.07,-0.021025976
ADD1,0.06,-0.020917892
STAT2,0.04,-0.020901362
OPA3,0.08,-0.020819346
PUM1,0.20,-0.020817439
B2M,0.07,-0.020783106
HMHA1,0.06,-0.020778656
RFX7,0.07,-0.020670573
PHB,0.06,-0.020643234
AREL1,0.08,-0.020598094
GCN1L1,0.17,-0.020598094
EML1,0.07,-0.020556132
SMC1A,0.04,-0.020528158
KAT7,0.33,-0.020523071
PIP5K1A,0.07,-0.020514806
ANKLE2,0.08,-0.020453771
FHL1,0.08,-0.020430247
SULF2,0.07,-0.020355225
RPL27,0.16,-0.020332972
EIF4A3,0.17,-0.020264308
EIF4E2,0.02,-0.020215988
PSMA2,0.21,-0.020177205
CMTR2,0.04,-0.020146052
GDPD1,0.08,-0.020105362
LCMT1,0.09,-0.020093282
C5orf22,0.07,-0.019996643
DNAJC21,0.04,-0.019964854
LPCAT2,0.09,-0.019962311
CLMN,0.03,-0.019940058
HDAC1,0.13,-0.019916534
ARIH1,0.10,-0.019897461
PIGO,0.03,-0.019897461
PPP3CA,0.22,-0.019891103
PRKRIR,0.09,-0.019879023
GPR108,0.08,-0.019877116
ARL6,0.03,-0.019844691
AEN,0.11,-0.019842148
MSH6,0.13,-0.019820531
AP4E1,0.10,-0.019812266
DPY19L3,0.04,-0.019790014
HNRNPLL,0.06,-0.019650777
MRPS6,0.09,-0.019587199
FLYWCH2,0.09,-0.01954778
RBM15,0.11,-0.019456228
MORC2,0.15,-0.01934878
PRPF31,0.09,-0.019309362
TDP2,0.05,-0.019248962
CRY1,0.17,-0.019232432
RPS13,0.04,-0.019168854
WDR7,0.08,-0.019165039
MGEA5,0.03,-0.019136429
ERC1,0.09,-0.018999736
TFAM,0.11,-0.018983841
IMPAD1,0.12,-0.018945058
PKIG,0.07,-0.018927892
UBTF,0.07,-0.018849691
ARFGAP3,0.04,-0.018801371
RAB38,0.17,-0.018797557
CTNND1,0.05,-0.01872762
PLGRKT,0.03,-0.01871109
PURB,0.40,-0.018631617
EP300,0.12,-0.018585205
CTNNBL1,0.10,-0.018579483
SKI,0.04,-0.018464406
RMDN3,0.33,-0.018423716
ROCK2,0.08,-0.018421173
ZNF318,0.09,-0.018400828
ARPC1A,0.30,-0.018289566
RBBP9,0.18,-0.018251419
TTC4,0.06,-0.018198649
FADS3,0.02,-0.018197378
PRDM11,0.04,-0.018185933
PCYOX1,0.14,-0.018184662
SLC26A6,0.06,-0.018180847
RIOK3,0.04,-0.018162409
HSD17B11,0.08,-0.018028259
PPM1E,0.05,-0.017969131
RBM12B,0.08,-0.017937342
TRAF6,0.22,-0.017891566
STIP1,0.06,-0.017885208
PNN,0.08,-0.017834981
ATP2A2,0.06,-0.017736435
CDPF1,0.03,-0.017734528
MFHAS1,0.03,-0.017621994
MOB1A;MOB1B,0.04,-0.017574946
STT3A,0.03,-0.017568588
RPL23,0.11,-0.01755778
C19orf47,0.07,-0.017557144
LRRC16A,0.08,-0.017520905
PSMB7,0.04,-0.017502467
RAB21,0.08,-0.017487208
MECR,0.11,-0.017451604
DENND6A,0.22,-0.017443975
CHERP,0.35,-0.017391205
PIK3R4,0.10,-0.017377218
TAF10,0.23,-0.017309189
BLM,0.16,-0.017241796
ARID2,0.38,-0.017190297
XPO7,0.17,-0.017162959
VAT1L,0.05,-0.017162323
MSL2,0.07,-0.017115911
LTN1,0.20,-0.017066956
TOM1L1,0.25,-0.017050425
PIN1,0.09,-0.017049154
HIVEP1,0.15,-0.017031988
PAFAH1B2,0.13,-0.017030716
PPIL6,0.09,-0.017023722
POGLUT1,0.09,-0.016985575
TLK1,0.07,-0.016929626
SEC62,0.02,-0.016887665
ZNF512,0.04,-0.01686732
TTLL12,0.12,-0.016863505
NDUFB6,0.06,-0.016856511
DPM1,0.26,-0.01684316
SRXN1,0.04,-0.016785304
MICALL1,0.10,-0.016781489
ELF1,0.07,-0.01676623
TBCD,0.04,-0.016716003
GAS2L3,0.04,-0.016707738
WRN,0.05,-0.016667048
RNF7,0.04,-0.016657511
MAP3K15;MAP3K5,0.06,-0.016552607
RPS9,0.19,-0.016466777
PSMD14,0.19,-0.016409556
RMI2,0.05,-0.016326904
TYMS,0.06,-0.016314824
SPAST,0.03,-0.016298294
RCOR3,0.15,-0.016297023
SLC25A35,0.03,-0.016235987
PIBF1,0.15,-0.016228358
USP3,0.18,-0.016178767
PBRM1,0.16,-0.016084035
AP1G1,0.08,-0.016071955
NUDT1,0.45,-0.016003927
SREBF1,0.04,-0.015995026
PCGF1,0.03,-0.015993118
EXOG,0.03,-0.015966415
DSTYK,0.07,-0.015930176
CBX5,0.02,-0.015928904
CD3EAP,0.17,-0.015923182
FGFR1OP2,0.03,-0.015911102
PAFAH2,0.17,-0.015907288
HIF1AN,0.13,-0.015878677
LENG1,0.02,-0.015808105
SPAG1,0.31,-0.015773773
LRRC14,0.03,-0.015663147
FAHD2A;FAHD2B,0.06,-0.015655518
FAM193A,0.03,-0.015628179
NMRAL1,0.02,-0.015619914
EIF4EBP1,0.09,-0.015607834
FAM83D,0.06,-0.015576045
RACGAP1,0.56,-0.015520732
CKLF,0.04,-0.015514374
TRMT44,0.09,-0.015452067
TARS2,0.13,-0.015390396
FH,0.07,-0.015347163
CENPE,0.04,-0.015345891
ALG11,0.12,-0.015337626
PRPF18,0.04,-0.015328089
RBM39,0.10,-0.015279134
GLI4,0.02,-0.015236537
COIL,0.04,-0.015232086
ALKBH2,0.09,-0.015151342
FKBP9,0.20,-0.015083313
EIF2B1,0.05,-0.014932632
RPS10;RPS10P5,0.11,-0.014831543
VTA1,0.12,-0.014802933
LRRC40,0.18,-0.014799118
ZBTB24,0.15,-0.014778773
LRSAM1,0.09,-0.0147597
RBM4,0.05,-0.014738083
NEMF,0.04,-0.014732361
ZNF217,0.05,-0.014701207
PSMB9,0.04,-0.014579773
DNM3,0.06,-0.014573415
KDM2B,0.08,-0.014532089
NF1,0.05,-0.014508565
GALNT4,0.04,-0.014458974
TRMT61A,0.02,-0.014454524
CDC42EP4,0.04,-0.014417648
MOB4,0.05,-0.014364878
TINF2,0.10,-0.014336904
HSPG2,0.09,-0.01426061
DDX18,0.10,-0.014226913
GPC1,0.16,-0.014218012
FAM73A,0.03,-0.014177322
GFPT1,0.10,-0.014163971
PPP2R1A,0.11,-0.014127731
ABCD3,0.06,-0.014108658
NUP205,0.14,-0.014087677
HEATR3,0.17,-0.014079412
SYNE2,0.13,-0.014048258
DDA1,0.12,-0.014002482
GTF2H1,0.05,-0.013990402
LMNA,0.28,-0.013947805
ZC3H7B,0.08,-0.013914744
CDC42BPB,0.12,-0.013911565
UBA5,0.07,-0.013903936
GPRASP2,0.12,-0.013881683
PRDX3,0.15,-0.013855616
KLHL12,0.03,-0.013816833
AFAP1L1,0.07,-0.013815562
DDX41,0.06,-0.013756434
PITPNA,0.18,-0.013748169
RBPJ,0.05,-0.013731003
SFRP1,0.06,-0.013691584
UBR2,0.02,-0.013668696
DDX19A;DDX19B,0.15,-0.013662974
STAMBP,0.07,-0.013662338
SET;SETSIP,0.02,-0.013658524
UTRN,0.05,-0.013634364
RSRC2,0.02,-0.013588587
TSPAN11,0.03,-0.01352183
ACACA,0.08,-0.013481776
ATP6V1G1,0.03,-0.013395945
TSC22D2,0.04,-0.013371785
COMMD7,0.10,-0.013350805
DGCR8,0.02,-0.013333639
PMPCA,0.06,-0.013284683
ARG2,0.03,-0.01327769
UBR4,0.09,-0.013242722
PARP1,0.03,-0.013233185
PEBP1,0.05,-0.013206482
NEIL2,0.09,-0.01320076
PRCC,0.03,-0.013161977
PPAN,0.60,-0.013161977
WDR62,0.09,-0.013139089
EFR3A,0.06,-0.013132731
UBR3,0.08,-0.013116201
TRIP4,0.11,-0.013103485
SUCLG2,0.10,-0.013041178
PQBP1,0.04,-0.013041178
INPP5B,0.07,-0.013004303
CSNK2B,0.13,-0.012985865
MYO1E,0.03,-0.012967428
TIMM8B,0.05,-0.012945175
FCHO2,0.12,-0.012910207
RBM25,0.03,-0.012903849
CAND1,0.14,-0.012860616
GEMIN7,0.07,-0.012842814
ESM1,0.02,-0.012819926
KBTBD8,0.09,-0.012818019
CPNE1,0.03,-0.012818019
DNPEP,0.11,-0.012786229
C2orf44,0.07,-0.012782415
MSI2,0.02,-0.012774785
PITPNM1,0.02,-0.012711207
PHC3,0.08,-0.012708664
DENND4C,0.14,-0.012708664
RPL8,0.11,-0.012699763
LEMD3,0.06,-0.012650172
KLHL42,0.02,-0.012646993
KDELR1;KDELR2,0.06,-0.012551626
SRP54,0.09,-0.012454351
PRR11,0.04,-0.012444814
UBE2A,0.07,-0.012375514
ATP6V1A,0.13,-0.012354533
GINS1,0.12,-0.012327194
NADK2,0.04,-0.012322108
STAG1,0.08,-0.012320201
CLMP,0.03,-0.012317022
STAG2,0.06,-0.012299856
ADNP,0.21,-0.012288411
DCD,0.03,-0.01227506
TRAF3IP1,0.02,-0.012069702
CHD4,0.03,-0.01205953
MTA3,0.06,-0.011948903
PROSC,0.06,-0.011908849
PMPCB,0.13,-0.011901855
TARS,0.08,-0.011894226
DCAKD,0.04,-0.01189359
SYAP1,0.02,-0.011882146
ANAPC2,0.03,-0.011853536
SCRN1,0.05,-0.011847178
PRDM2,0.04,-0.011819204
ZC3H4,0.13,-0.011799494
PUS1,0.07,-0.011794408
ARHGAP1,0.05,-0.011794408
PSMA3,0.05,-0.011789958
GGH,0.03,-0.011789322
ACAT1,0.06,-0.011675517
RPN1,0.04,-0.011655172
LAS1L,0.12,-0.0115846
MIS12,0.04,-0.011570613
TWISTNB,0.03,-0.011509577
RBBP6,0.03,-0.011508306
MADD,0.04,-0.011328379
RPS19BP1,0.03,-0.011324565
ZNRD1,0.02,-0.01129659
SH3BP4,0.06,-0.011290232
SMARCA5,0.05,-0.011234919
RASSF3,0.03,-0.011196136
RPS2,0.05,-0.011192958
KIF20B,0.17,-0.011074066
CYFIP2,0.07,-0.011051178
NAPG,0.04,-0.011028926
MAPK7,0.01,-0.010979335
NFAT5,0.04,-0.010974884
DROSHA,0.02,-0.010972341
